gene_name	transcript	strand	tx_start	tx_end	tx_len	cds_start	cds_end	exon_count	exon_starts	exon_ends	exon_lengths
TRABD	NR_135275	+	50185912	50199594	13682	50199594	50199594	10	50185912,50193026,50193575,50194339,50194899,50197240,50197448,50197826,50198074,50198344	50185976,50193093,50193654,50194506,50195040,50197351,50197588,50197995,50198186,50199594	64,67,79,167,141,111,140,169,112,1250
SELENOO	NM_031454	+	50201010	50217616	16606	50201036	50217369	9	50201010,50206316,50208535,50210180,50210630,50215716,50216690,50216971,50217204	50201590,50206520,50208716,50210311,50210911,50215867,50216876,50217128,50217616	580,204,181,131,281,151,186,157,412
TUBGCP6	NM_020461	-	50217693	50245023	27330	50217735	50244459	25	50217693,50217917,50218188,50218487,50218702,50219067,50219287,50219643,50219956,50220250,50222027,50222453,50224140,50224331,50224510,50225793,50226049,50226286,50226732,50226998,50227906,50229403,50233315,50240203,50243718	50217827,50218117,50218402,50218620,50218897,50219209,50219456,50219791,50220015,50221874,50222102,50222592,50224256,50224420,50224592,50225943,50226189,50226378,50226842,50227077,50228028,50229577,50233526,50240367,50245023	134,200,214,133,195,142,169,148,59,1624,75,139,116,89,82,150,140,92,110,79,122,174,211,164,1305
HDAC10	NM_032019	-	50245183	50251265	6082	50245506	50251032	20	50245183,50245674,50245909,50246297,50246678,50246874,50247691,50247889,50248224,50248365,50248661,50248830,50249102,50249327,50249634,50249859,50250062,50250426,50250770,50250973	50245530,50245827,50246092,50246376,50246735,50246966,50247776,50248145,50248292,50248472,50248751,50248890,50249168,50249454,50249703,50249964,50250160,50250523,50250905,50251265	347,153,183,79,57,92,85,256,68,107,90,60,66,127,69,105,98,97,135,292
MAPK12	NM_001303252	-	50252900	50261810	8910	50253400	50261509	11	50252900,50255196,50255452,50255614,50255809,50256084,50256598,50257081,50258242,50261166,50261384	50253480,50255370,50255531,50255694,50255881,50256199,50256646,50257193,50258301,50261296,50261810	580,174,79,80,72,115,48,112,59,130,426
MAPK11	NR_110887	-	50263712	50270380	6668	50270380	50270380	13	50263712,50264794,50265320,50265581,50266225,50266539,50266933,50267126,50267256,50267370,50267568,50267819,50270176	50263877,50265027,50265494,50265660,50266305,50266611,50267048,50267174,50267286,50267482,50267627,50267949,50270380	165,233,174,79,80,72,115,48,30,112,59,130,204
PLXNB2	NM_001376866	-	50274978	50307646	32668	50275703	50290584	37	50274978,50275888,50276628,50276841,50277590,50277852,50278116,50278434,50278595,50278854,50279629,50280004,50280488,50280743,50281088,50281359,50281565,50281853,50282183,50282710,50283049,50283336,50283601,50283832,50284131,50284572,50285799,50285989,50286172,50287110,50287666,50287936,50288742,50288959,50289516,50294725,50307552	50275808,50275963,50276704,50276906,50277738,50278013,50278271,50278519,50278696,50279011,50279776,50280071,50280670,50280973,50281189,50281499,50281742,50282081,50282313,50282881,50283186,50283445,50283750,50283990,50284213,50284665,50285901,50286098,50286287,50287264,50287793,50288037,50288871,50289142,50290597,50294778,50307646	830,75,76,65,148,161,155,85,101,157,147,67,182,230,101,140,177,228,130,171,137,109,149,158,82,93,102,109,115,154,127,101,129,183,1081,53,94
DENND6B	NM_001001794	-	50309029	50327012	17983	50312138	50326988	20	50309029,50312342,50312522,50312998,50313445,50313634,50313813,50314206,50314399,50314604,50314798,50315713,50316024,50316173,50316369,50317292,50317907,50318846,50318964,50326811	50312261,50312417,50312625,50313108,50313499,50313724,50313878,50314272,50314494,50314700,50314921,50315769,50316087,50316253,50316475,50317373,50318020,50318889,50319003,50327012	3232,75,103,110,54,90,65,66,95,96,123,56,63,80,106,81,113,43,39,201
PPP6R2	NM_001365836	+	50343326	50445089	101763	50393908	50444247	26	50343326,50372019,50388985,50391866,50393892,50406688,50414551,50416091,50418866,50419348,50422253,50423461,50431172,50432264,50434965,50436366,50436987,50437505,50437842,50438173,50438598,50439700,50439960,50440800,50443865,50444198	50343550,50372150,50389111,50392015,50394135,50406875,50414689,50416157,50418979,50419462,50422380,50423614,50431382,50432329,50435081,50436452,50437068,50437603,50437900,50438298,50438762,50439857,50440049,50441026,50444117,50445089	224,131,126,149,243,187,138,66,113,114,127,153,210,65,116,86,81,98,58,125,164,157,89,226,252,891
MIR12114	NR_162128	+	50407441	50407524	83	50407524	50407524	1	50407441	50407524	83
SBF1	NM_001365819	-	50445000	50475035	30035	50447141	50474840	40	50445000,50447321,50447521,50448232,50448542,50454511,50454813,50455015,50455223,50455480,50456215,50456491,50459254,50459469,50459951,50460271,50460533,50461158,50461522,50461795,50461946,50462204,50462558,50462869,50463282,50464328,50464533,50464818,50465000,50465214,50465762,50465960,50466149,50466349,50466604,50467337,50467531,50467785,50468375,50474785	50447240,50447453,50447609,50448444,50448650,50454742,50454944,50455142,50455409,50455582,50456395,50456673,50459392,50459666,50460159,50460408,50460712,50461286,50461718,50461869,50462119,50462473,50462717,50462938,50463432,50464441,50464738,50464917,50465129,50465328,50465840,50466074,50466258,50466482,50466710,50467448,50467693,50467923,50468461,50475035	2240,132,88,212,108,231,131,127,186,102,180,182,138,197,208,137,179,128,196,74,173,269,159,69,150,113,205,99,129,114,78,114,109,133,106,111,162,138,86,250
ADM2	NM_001253845	+	50481542	50486437	4895	50481847	50482903	3	50481542,50481836,50482566	50481763,50481957,50486437	221,121,3871
MIOX	NM_017584	+	50486858	50490648	3790	50486897	50489856	10	50486858,50487384,50487661,50487885,50488274,50489039,50489227,50489396,50489531,50489747	50486912,50487465,50487742,50488048,50488342,50489149,50489295,50489446,50489644,50490648	54,81,81,163,68,110,68,50,113,901
LMF2	NM_001363816	-	50502948	50507702	4754	50503390	50507054	14	50502948,50503807,50504339,50504558,50504801,50505056,50505228,50505402,50505673,50506034,50506284,50506637,50506781,50507581	50503699,50503904,50504451,50504727,50504984,50505153,50505334,50505537,50505815,50506213,50506502,50506666,50507104,50507702	751,97,112,169,183,97,106,135,142,179,218,29,323,121
NCAPH2	NM_152299	+	50508223	50524780	16557	50508337	50523375	20	50508223,50516446,50517426,50517576,50517740,50517972,50518132,50518648,50519189,50520964,50521542,50521740,50521985,50522180,50522342,50522500,50522670,50522820,50523016,50523234	50508445,50516548,50517482,50517661,50517809,50518052,50518278,50518732,50519320,50521036,50521609,50521848,50522039,50522251,50522415,50522569,50522720,50522922,50523166,50524780	222,102,56,85,69,80,146,84,131,72,67,108,54,71,73,69,50,102,150,1546
SCO2	NM_001169109	-	50523567	50526439	2872	50523610	50524411	2	50523567,50526245	50524424,50526439	857,194
TYMP	NM_001257988	-	50525752	50530085	4333	50525769	50529709	10	50525752,50526000,50526245,50526575,50527164,50527587,50528511,50529135,50529495,50529903	50525918,50526141,50526476,50526738,50527283,50527717,50528610,50529338,50529754,50530085	166,141,231,163,119,130,99,203,259,182
ODF3B	NM_001014440	-	50530425	50532498	2073	50530479	50532077	7	50530425,50530711,50530936,50531190,50531569,50531968,50532476	50530560,50530852,50531058,50531295,50531773,50532111,50532498	135,141,122,105,204,143,22
KLHDC7B	NM_138433	+	50545898	50551023	5125	50546243	50549951	1	50545898	50551023	5125
SYCE3	NM_001123225	-	50551111	50562919	11808	50551244	50556405	3	50551111,50556296,50562857	50551402,50556405,50562919	291,109,62
CPT1B	NM_001145134	-	50568860	50578612	9752	50569337	50577915	19	50568860,50569335,50569575,50570292,50570890,50571157,50571374,50572005,50572202,50572874,50573519,50574334,50574492,50576034,50576197,50576856,50577323,50577774,50578548	50569081,50569421,50569668,50570406,50571043,50571292,50571539,50572122,50572308,50573060,50573715,50574419,50574600,50576112,50576335,50577034,50577463,50577934,50578612	221,86,93,114,153,135,165,117,106,186,196,85,108,78,138,178,140,160,64
CHKB-CPT1B	NR_027928	-	50568860	50582999	14139	50582999	50582999	30	50568860,50569166,50569575,50570292,50570890,50571157,50571374,50572005,50572202,50572874,50573519,50574334,50574492,50576034,50576197,50576535,50576856,50577323,50577774,50579035,50579425,50579726,50579973,50580189,50580357,50580564,50581419,50581748,50582248,50582557	50569081,50569421,50569668,50570406,50571043,50571287,50571539,50572122,50572308,50573060,50573715,50574419,50574600,50576112,50576335,50576637,50577034,50577463,50577934,50579255,50579507,50579830,50580082,50580271,50580416,50580660,50581553,50581862,50582357,50582999	221,255,93,114,153,130,165,117,106,186,196,85,108,78,138,102,178,140,160,220,82,104,109,82,59,96,134,114,109,442
CHKB	NM_005198	-	50578962	50582849	3887	50579180	50582781	11	50578962,50579425,50579726,50579973,50580189,50580357,50580564,50581419,50581748,50582248,50582557	50579255,50579507,50579830,50580082,50580271,50580416,50580660,50581553,50581862,50582357,50582849	293,82,104,109,82,59,96,134,114,109,292
CHKB-DT	NR_110536	+	50583025	50595281	12256	50595281	50595281	4	50583025,50586842,50587269,50595190	50583323,50586952,50587455,50595281	298,110,186,91
MAPK8IP2	NM_012324	+	50600792	50613976	13184	50600818	50610779	12	50600792,50601788,50603222,50603625,50603840,50605367,50605561,50605824,50606657,50606920,50610211,50610706	50600883,50601894,50603498,50603719,50605064,50605443,50605734,50605934,50606765,50606991,50610310,50613976	91,106,276,94,1224,76,173,110,108,71,99,3270
ARSA	NM_001085425	-	50622753	50628152	5399	50625144	50627779	9	50622753,50625578,50625935,50626153,50626590,50626833,50627165,50627555,50627897	50625464,50625681,50626063,50626278,50626760,50627052,50627406,50627792,50628152	2711,103,128,125,170,219,241,237,255
SHANK3	NM_001372044	+	50672822	50733212	60390	50674414	50731312	24	50672822,50674075,50674575,50675047,50676621,50678584,50678768,50679018,50679311,50683339,50684584,50694774,50697563,50698689,50703859,50704165,50704737,50704963,50706071,50711614,50714916,50715668,50720183,50730720	50672853,50674573,50674704,50675251,50676693,50678693,50678920,50679186,50679428,50683417,50684651,50695048,50697715,50698803,50703935,50704248,50704862,50705096,50706152,50711638,50715047,50715753,50722437,50733212	31,498,129,204,72,109,152,168,117,78,67,274,152,114,76,83,125,133,81,24,131,85,2254,2492
LOC105373100	NR_134637	-	50735828	50738169	2341	50738169	50738169	2	50735828,50737389	50737104,50738169	1276,780
ACR	NM_001097	+	50738203	50745339	7136	50738235	50745207	5	50738203,50739270,50739693,50744060,50744652	50738312,50739474,50739977,50744206,50745339	109,204,284,146,687
RPL23AP82	NR_026981	+	50757085	50799637	42552	50799637	50799637	4	50757085,50783119,50785172,50798654	50757326,50783294,50785293,50799637	241,175,121,983
RABL2B	NM_001350007	-	50767505	50783636	16131	50768775	50782294	10	50767505,50769040,50769454,50769904,50775771,50776669,50777951,50782187,50783038,50783500	50768874,50769124,50769549,50770016,50775851,50776749,50777981,50782351,50783286,50783636	1369,84,95,112,80,80,30,164,248,136
